"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsstartwert","","Geschlecht","Alter","Netto-Haushaltseinkommen (insgesamt)","Höchster Bildungsabschluss und berufliche Qualifikation","Deine Postleitzahl","Dein Bundesland",""," [Die Nutzung eines Nachhaltigkeits-Dashboards wäre für mich nützlich.]"," [Ich stelle mir die Nutzung des Dashboards in meiner Umgebung angenehm vor.]"," [Die Nutzung des Dashboards wird meine Lebensqualität verbessern.]"," [Die Nutzung des Nachhaltigkeits-Dashboards wird kompliziert für mich sein. ]"," [Um sicherzustellen, dass Du die Fragen aufmerksam liest, wähle bitte bei der folgenden Aussage ""Stimme eher zu"" aus.]",""," [Mein Umfeld erwartet von mir, dass ich Technologien wie das digitale Nachhaltigkeits-Dashboard nutze.]"," [Es ist mir wichtig, den Erwartungen in meinem Umfeld bei der Nutzung von neuen Technologien wie dem Nachhaltigkeits-Dashboard gerecht zu werden.]"," [Es wird allgemein erwartet, dass ich moderne Lösungen wie das Nachhaltigkeits-Dashboard nutze.]"," [Ein einfacher Zugang zu Informationen über die Funktion und Inhalte des Dashboards erleichtern mir die Nutzung.]"," [Ein Mangel an Zeit könnte mich davon abhalten, das Nachhaltigkeits-Dashboard zu nutzen.]"," [Ich habe die erforderlichen Kenntnisse, um das Nachhaltigkeits-Dashboard in meiner Umgebung zu nutzen.]"," [Ich bin sicher, dass ich das Nachhaltigkeits-Dashboard problemlos nutzen kann.]"," [Es ist einfach für mich, Anwendungen wie das Nachhaltigkeits-Dashboard zu verstehen und zu nutzen.]"," [Ich beabsichtige, das Dashboard über Nachhaltigkeitsinformationen in naher Zukunft zu nutzen, wenn sich hierzu die Gelegenheit bietet.]"
"425","1980-01-01 00:00:00","6","de","2093276971","684150cd-6746-af68-8bb3-08d15bf4b6ea","Weiblich","36-45","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","17036","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich eher zu","Große Verbesserung","Sehr kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Kaum wichtig","Trifft kaum zu","Trifft kaum zu","Trifft weitgehend zu","Geringe Kenntnisse","Trifft nicht zu.","Stimme ich eher nicht zu","Möglicherweise beabsichtigt"
"427","1980-01-01 00:00:00","6","de","1911949894","6841536c-985a-788c-cfc0-1c126dc2fe24","Männlich","18-35","Unter 1000 Euro","Bachelor-Abschluss","19055","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Teils / Teils","Sehr geringe Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Wenig wichtig","Trifft überhaupt nicht zu","Trifft eher nicht zu","Trifft eher nicht zu","Überhaupt keine Kenntnisse","Trifft eher nicht zu.","Stimme ich eher nicht zu","Möglicherweise beabsichtigt"
"428","1980-01-01 00:00:00","6","de","434475388","68415a4c-e8ee-c606-3f56-5db9e53d7b85","Weiblich","36-45","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","17255","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Deutliche Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft teileweise zu","Eher wichtig","Trifft teilweise zu","Trifft weitgehend zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Eher beabsichtigt"
"429","1980-01-01 00:00:00","6","de","53943531","68415ba5-7dfe-f728-8389-60a53e124956","Weiblich","46-55","5000 Euro und mehr","Mittlere Reife","17392","Mecklenburg-Vorpommern","1","Stimme ich vollumfänglich zu","Stimme ich zu","Sehr große Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Mäßig wichtig","Trifft kaum zu","Trifft vollständig zu","Trifft teilweise zu","Überhaupt keine Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"430","1980-01-01 00:00:00","6","de","1931644977","68415f00-171f-449d-5da2-58112a27cbef","Männlich","46-55","Unter 1000 Euro","Abgeschlossene Berufsausbildung","17033","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Deutliche Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Mäßig wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft eher nicht zu","Sehr geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Eher beabsichtigt"
"437","1980-01-01 00:00:00","6","de","2010778599","684161e2-5766-4867-b4a1-b431e89674b9","Weiblich","46-55","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17034","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Teils / Teils","Mäßige Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft teileweise zu","Kaum wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"438","1980-01-01 00:00:00","6","de","1977060496","6841668b-046a-855e-3e36-8e3cbf414f49","Weiblich","18-35","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","17109","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft kaum zu","Trifft weitgehend zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Eher beabsichtigt"
"444","1980-01-01 00:00:00","6","de","1094526245","68417bd3-d33c-886e-2fd8-46c8953356e2","Männlich","36-45","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","18437","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich eher zu","Keine Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft kaum zu","Kaum wichtig","Trifft eher nicht zu","Trifft weitgehend zu","Trifft teilweise zu","Gute Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Eher beabsichtigt"
"445","1980-01-01 00:00:00","6","de","1191108603","684181ab-d9ae-5a2f-c000-9d3b53832073","Männlich","46-55","3000 - unter 4000 Euro","Mittlere Reife","17491","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich vollumfänglich zu","Große Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Extrem wichtig","Trifft weitgehend zu","Trifft weitgehend zu","Trifft weitgehend zu","Sehr gute Kenntnisse","Trifft mehrheitlich zu.","Stimme ich zu","Eher beabsichtigt"
"449","1980-01-01 00:00:00","6","de","2011924279","6841908e-e32c-932e-4e45-9271fdf15687","Männlich","56-65","1000 - unter 2000 Euro","Mittlere Reife","17328","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Geringe Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Kaum wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trift teilweise zu.","Stimme ich eher zu","Eher beabsichtigt"
"450","1980-01-01 00:00:00","6","de","38637520","68419967-7392-8301-b4e5-dd7d02d75308","Männlich","36-45","1000 - unter 2000 Euro","Mittlere Reife","18107 ","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Mäßig wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"452","1980-01-01 00:00:00","6","de","718829093","6841a2e5-12ac-00b3-b76d-fa06171ee644","Männlich","36-45","1000 - unter 2000 Euro","Hauptschulabschluss","19063","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Keine Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft eher nicht zu","Trifft eher nicht zu","Trifft eher nicht zu","Überhaupt keine Kenntnisse","Trifft nicht zu.","Stimme ich eher nicht zu","Möglicherweise beabsichtigt"
"454","1980-01-01 00:00:00","6","de","1553091474","6841a4b9-5c21-8b3a-c3ab-babf7826999f","Männlich","18-35","1000 - unter 2000 Euro","Hauptschulabschluss","19059","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"459","1980-01-01 00:00:00","6","de","1541172867","6841a590-2423-cbfb-55cf-3b33bf2ae8f7","Weiblich","18-35","5000 Euro und mehr","Abgeschlossene Berufsausbildung","19217","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich vollumfänglich zu","Große Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Mäßig wichtig","Trifft eher nicht zu","Trifft weitgehend zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Eher beabsichtigt"
"460","1980-01-01 00:00:00","6","de","860867975","6841a728-acb9-fe46-4ce7-70421dd92d38","Weiblich","46-55","4000 - unter 5000 Euro","Mittlere Reife","17034","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Mäßig wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"461","1980-01-01 00:00:00","6","de","506265331","6841a756-0db1-0233-2da4-8264c48b6740","Männlich","56-65","1000 - unter 2000 Euro","Mittlere Reife","17036","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Kaum wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft teilweise zu","Überhaupt keine Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"463","1980-01-01 00:00:00","6","de","497534219","6841ad02-60c5-2681-b765-29e98c9c0f89","Weiblich","18-35","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17091","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher nicht zu","Deutliche Verbesserung","Kompliziert","Stimme eher zu","0","Trifft teileweise zu","Kaum wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft eher nicht zu","Gute Kenntnisse","Trifft eher nicht zu.","Teils / Teils","Möglicherweise beabsichtigt"
"464","1980-01-01 00:00:00","6","de","1003587036","6841ad18-223e-ae60-cd49-c6fb23a837e7","Männlich","46-55","2000 - unter 3000 Euro","Mittlere Reife","18147","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher nicht zu","Geringe Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Mäßig wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft überwiegend zu","Geringe Kenntnisse","Trift teilweise zu.","Stimme ich eher zu","Eher beabsichtigt"
"466","1980-01-01 00:00:00","6","de","1317032321","6841b2f4-22ba-5535-a857-6c14dcca2cfe","Weiblich","56-65","4000 - unter 5000 Euro","Mittlere Reife","18292 ","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Teils / Teils","Geringe Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Kaum wichtig","Trifft eher nicht zu","Trifft weitgehend zu","Trifft kaum zu","Sehr gute Kenntnisse","Trifft vollkommen zu.","Stimme ich zu","Möglicherweise beabsichtigt"
"469","1980-01-01 00:00:00","6","de","109636449","6841b667-cf0b-7149-f9cd-54e20744da51","Männlich","46-55","4000 - unter 5000 Euro","Bachelor-Abschluss","19288","Mecklenburg-Vorpommern","1","Stimme ich überhaupt nicht zu","Stimme ich überhaupt nicht zu","Keine Verbesserung","Extrem kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Überhaupt keine Kenntnisse","Trifft überhaupt nicht zu.","Stimme ich überhaupt nicht zu","Überhaupt nicht beabsichtigt"
"471","1980-01-01 00:00:00","6","de","2088236372","6841b7a3-3450-1e41-42bc-73929e306cd0","Weiblich","18-35","1000 - unter 2000 Euro","Master-Abschluss","19053","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Kaum wichtig","Trifft überwiegend zu","Trifft eher nicht zu","Trifft teilweise zu","Überhaupt keine Kenntnisse","Trifft eher nicht zu.","Teils / Teils","Eher beabsichtigt"
"472","1980-01-01 00:00:00","6","de","819147405","6841c1ae-70e4-fd47-04a7-7d5aed18317a","Weiblich","18-35","2000 - unter 3000 Euro","Mittlere Reife","19057","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Große Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Eher beabsichtigt"
"473","1980-01-01 00:00:00","6","de","569456869","6841c579-8325-097a-c237-b45a9fb05bc9","Weiblich","18-35","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","18107","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich vollumfänglich zu","Große Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Wenig wichtig","Trifft überhaupt nicht zu","Trifft vollständig zu","Trifft überhaupt nicht zu","Sehr gute Kenntnisse","Trifft vollkommen zu.","Stimme ich vollumfänglich zu","Beabsichtigt"
"474","1980-01-01 00:00:00","6","de","952431400","6841c846-cc6e-49bd-1092-bb34388dba44","Weiblich","46-55","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17373","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Teils / Teils","Keine Verbesserung","Extrem kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft teilweise zu","Überhaupt keine Kenntnisse","Trifft überhaupt nicht zu.","Stimme ich überhaupt nicht zu","Möglicherweise beabsichtigt"
"476","1980-01-01 00:00:00","6","de","621680205","6841c934-897c-55e7-1c2c-a23efef8f2be","Weiblich","46-55","3000 - unter 4000 Euro","Bachelor-Abschluss","19260","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Überhaupt nicht wichtig","Trifft kaum zu","Trifft überwiegend zu","Trifft weitgehend zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Möglicherweise beabsichtigt"
"477","1980-01-01 00:00:00","6","de","615494877","6841ce84-2ddb-15a2-0e50-d7e175dbb42d","Weiblich","18-35","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","18146","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher nicht zu","Sehr geringe Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Mäßig wichtig","Trifft kaum zu","Trifft eher nicht zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Nicht beabsichtigt"
"481","1980-01-01 00:00:00","6","de","11697299","6841d0ec-383f-399c-f9f4-a0960a51f874","Männlich","36-45","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","18461","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Geringe Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft teilweise zu","Geringe Kenntnisse","Trifft eher nicht zu.","Teils / Teils","Möglicherweise beabsichtigt"
"482","1980-01-01 00:00:00","6","de","79260254","6841d13e-7c5b-2839-8da3-c9776a685d57","Männlich","36-45","3000 - unter 4000 Euro","Master-Abschluss","18059","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Geringe Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trifft überwiegend zu.","Stimme ich eher zu","Beabsichtigt"
"484","1980-01-01 00:00:00","6","de","1232021707","6841d4bb-ef6d-7bcf-9358-3b8d375eb88e","Männlich","36-45","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","18106","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Sehr geringe Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Eher nicht beabsichtigt."
"488","1980-01-01 00:00:00","6","de","1861205145","6841d914-52f7-927d-2329-a8884b6347db","Weiblich","18-35","3000 - unter 4000 Euro","Mittlere Reife","19073","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft eher nicht zu","Trifft weitgehend zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"489","1980-01-01 00:00:00","6","de","714893042","6841dc66-8bbe-c685-fedd-d6cbde6bf618","Männlich","46-55","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","17308","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"490","1980-01-01 00:00:00","6","de","334454596","6841dd32-71a0-0d20-1a81-eeb92036ffdc","Männlich","56-65","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","17192","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Deutliche Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Eher wichtig","Trifft teilweise zu","Trifft vollständig zu","Trifft eher nicht zu","Gute Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Beabsichtigt"
"491","1980-01-01 00:00:00","6","de","288830478","6841e053-091a-17a8-4ee1-521d65970c53","Weiblich","36-45","1000 - unter 2000 Euro","Mittlere Reife","18437","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"492","1980-01-01 00:00:00","6","de","634456131","6841e0b5-f299-5da4-ac08-dd0375046139","Weiblich","46-55","3000 - unter 4000 Euro","Mittlere Reife","18528","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Eher beabsichtigt"
"496","1980-01-01 00:00:00","6","de","565902069","6841e22b-ea7d-c290-1e7c-54558f9abcf1","Männlich","18-35","4000 - unter 5000 Euro","Bachelor-Abschluss","18055","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Eher wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Eher beabsichtigt"
"505","1980-01-01 00:00:00","6","de","1167327225","6841e574-231a-3121-c590-92c32d74f1f3","Weiblich","18-35","1000 - unter 2000 Euro","Mittlere Reife","18057","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Mäßige Verbesserung","Extrem kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Kaum wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft weitgehend zu","Überhaupt keine Kenntnisse","Trifft nicht zu.","Stimme ich eher zu","Möglicherweise beabsichtigt"
"506","1980-01-01 00:00:00","6","de","2017539564","6841ec67-734f-ed9c-6137-fe4f649110ee","Weiblich","36-45","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","19249","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Mäßige Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Kaum wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft überwiegend zu","Sehr geringe Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Möglicherweise beabsichtigt"
"510","1980-01-01 00:00:00","6","de","1040417","6841eea1-9ed0-7a1b-794e-9f6bfcba313d","Weiblich","36-45","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","18272","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Mäßig wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trift teilweise zu.","Teils / Teils","Eher beabsichtigt"
"511","1980-01-01 00:00:00","6","de","486894877","6841efe8-7a9c-4a91-3ebe-50b9a265e9f3","Männlich","18-35","2000 - unter 3000 Euro","Hauptschulabschluss","17034","Mecklenburg-Vorpommern","1","Stimme ich überhaupt nicht zu","Stimme ich nicht zu","Mäßige Verbesserung","Kompliziert","Stimme eher zu","0","Trifft kaum zu","Kaum wichtig","Trifft kaum zu","Trifft kaum zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trifft nicht zu.","Stimme ich eher nicht zu","Nicht beabsichtigt"
"512","1980-01-01 00:00:00","6","de","973130346","6841f02e-8cd8-597b-a4bb-4683201a6b05","Männlich","18-35","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","18147","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher nicht zu","Keine Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft überwiegend zu","Geringe Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Nicht beabsichtigt"
"513","1980-01-01 00:00:00","6","de","1639532851","6841f17a-d588-fda2-44dc-2e8b74d4ee1f","Männlich","18-35","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17489","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Kaum wichtig","Trifft eher nicht zu","Trifft überwiegend zu","Trifft teilweise zu","Geringe Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Möglicherweise beabsichtigt"
"515","1980-01-01 00:00:00","6","de","1809778873","6841fa89-2669-f51e-52e2-07e13b43ddab","Weiblich","18-35","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17036","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Geringe Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Beabsichtigt"
"516","1980-01-01 00:00:00","6","de","1539895537","68420163-0f8b-e6ac-2bb4-6f479b798466","Weiblich","18-35","1000 - unter 2000 Euro","Mittlere Reife","18276","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Teils / Teils","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft teileweise zu","Eher wichtig","Trifft kaum zu","Trifft weitgehend zu","Trifft überwiegend zu","Ausgezeichnete Kenntnisse","Trifft vollkommen zu.","Stimme ich eher zu","Eher beabsichtigt"
"519","1980-01-01 00:00:00","6","de","1878240418","684210b7-666f-80b7-09e0-e3634dfc5609","Weiblich","46-55","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","19399","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich zu","Große Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft teileweise zu","Kaum wichtig","Trifft teilweise zu","Trifft vollständig zu","Trifft kaum zu","Grundlegende Kenntnisse","Trift teilweise zu.","Teils / Teils","Beabsichtigt"
"524","1980-01-01 00:00:00","6","de","820427166","68421537-a002-02e8-b34d-2349642228e2","Männlich","18-35","3000 - unter 4000 Euro","Mittlere Reife","19053","Mecklenburg-Vorpommern","1","Stimme ich nicht zu","Stimme ich eher nicht zu","Große Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft eher nicht zu","Trifft kaum zu","Trifft teilweise zu","Geringe Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher nicht zu","Möglicherweise beabsichtigt"
"526","1980-01-01 00:00:00","6","de","703382622","68423d22-f6b7-edf5-24e7-f81b3d9e139d","Weiblich","36-45","1000 - unter 2000 Euro","Hauptschulabschluss","17309","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Sehr geringe Verbesserung","Sehr kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Kaum wichtig","Trifft eher nicht zu","Trifft eher nicht zu","Trifft teilweise zu","Überhaupt keine Kenntnisse","Trifft eher nicht zu.","Stimme ich nicht zu","Eher nicht beabsichtigt."
"531","1980-01-01 00:00:00","6","de","14782169","684247d5-3128-8c26-2e3c-37a4edf4c577","Weiblich","18-35","Unter 1000 Euro","Hauptschulabschluss","17153","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft eher nicht zu","Grundlegende Kenntnisse","Trift teilweise zu.","Stimme ich zu","Eher nicht beabsichtigt."
"532","1980-01-01 00:00:00","6","de","140616681","684267ed-8feb-1479-725e-148163fb9a54","Weiblich","56-65","2000 - unter 3000 Euro","Master-Abschluss","17449","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trifft überwiegend zu.","Stimme ich eher zu","Beabsichtigt"
"533","1980-01-01 00:00:00","6","de","1246415088","68426b0f-34d8-7255-649a-b7762fe35491","Männlich","36-45","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","19395","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft eher nicht zu","Trifft weitgehend zu","Trifft weitgehend zu","Sehr geringe Kenntnisse","Trifft eher nicht zu.","Teils / Teils","Möglicherweise beabsichtigt"
