"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsstartwert","","Geschlecht","Alter","Netto-Haushaltseinkommen insgesamt","Höchster Bildungsabschluss bzw. berufliche Qualifikation","Dein Bundesland","Deine Postleitzahl",""," [Die Nutzung dieser urbanen AR-Anwendung wäre für mich nützlich.]"," [Ich stelle mir die Nutzung dieser AR-Anwendung in der Stadt angenehm vor.]"," [Die Nutzung dieser AR-Anwendung wird meine Lebensqualität in der Stadt verbessern.]"," [Durch die Nutzung dieser AR-Anwendung würde ich Zeit bei der Suche nach Informationen in der Stadt sparen.]"," [Die Nutzung von Augmented-Reality-Anwendungen wird für mich kompliziert sein. ]"," [Um sicherzustellen, dass Du die Fragen aufmerksam liest, wähle bitte bei der folgenden Aussage ""Stimme eher zu"" aus.]",""," [Es ist mir wichtig, den Erwartungen meiner Freunde hinsichtlich der Nutzung dieser urbanen AR-Anwendung zu entsprechen.]"," [Es ist mir wichtig, den Erwartungen von weiteren Personen in meinem Umfeld bei der Nutzung neuer Technologien wie Augmented-Reality-Anwendungen  zu entsprechen.]"," [Mein Umfeld ist der Meinung, dass es vorteilhaft wäre, wenn ich moderne Technologien wie Augmented-Reality-Anwendungen nutze.]"," [Ich glaube, dass ich in meinem Alltag genügend Gelegenheiten haben werde, diese AR-Anwendung sinnvoll zu nutzen.]"," [Ich habe die notwendigen Ressourcen (z.B. ein kompatibles Smartphone), um diese urbane AR-Anwendung zu nutzen.]"," [Ein einfacher Zugang zu Informationen über diese urbane AR-Anwendung würde mir die Verwendung erleichtern.]"," [Ich habe die erforderlichen Kenntnisse, um Augmented-Reality Anwendungen in meiner Stadt zu nutzen.]"," [Ich habe die Kontrolle darüber, Augmented-Reality-Anwendungen zu nutzen.]"," [Ich bin sicher, dass ich Augmented-Reality-Anwendungen nutzen kann, wenn ich möchte.]"," [Es ist einfach für mich, Augmented-Reality-Anwendungen in der Stadt zu nutzen.]"," [Ich beabsichtige, diese AR-Anwendung für Stadtinformationen in naher Zukunft zu nutzen, wenn sie verfügbar ist.]"
"128","1980-01-01 00:00:00","6","de","1717418833","683f3363-5eac-33ea-9b1c-e332de1c34f6","Weiblich","56-65","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","Bayern","80997","0","Teils / Teils","Trifft weitgehend zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft teilweise zu","Eher wahrscheinlich","Sehr geringe Kenntnisse","Überhaupt keine Kontrolle","Überhaupt nicht sicher","Trifft überhaupt nicht zu","Nicht beabsichtigt"
"129","1980-01-01 00:00:00","6","de","905222519","683f3422-dd83-bec2-f900-6e61cd16eef5","Männlich","36-45","2000 - unter 3000 Euro","Mittlere Reife","Bayern","80339","0","Stimme ich eher zu","Trifft vollumfänglich zu","Deutliche Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft kaum zu","Sehr wichtig","Trifft überwiegend zu","Trifft vollständig zu","Trifft vollständig zu","Eher wahrscheinlich","Gute Kenntnisse","Starke Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Definitiv beabsichtigt"
"130","1980-01-01 00:00:00","6","de","175920567","683f34aa-1908-a4fd-ce03-11e6e60fe5e5","Männlich","46-55","5000 Euro und mehr","Abgeschlossene Berufsausbildung","Bayern","80639","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft eher nicht zu","Eher wahrscheinlich","Gute Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft teilweise zu","Eher nicht beabsichtigt"
"131","1980-01-01 00:00:00","6","de","1227900622","683f35a7-2004-1330-0b67-baea09b33d89","Weiblich","18-35","1000 - unter 2000 Euro","Hauptschulabschluss","Bayern","80804","0","Teils / Teils","Trifft eher nicht zu","Keine Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft überwiegend zu","Eher wahrscheinlich","Gute Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"132","1980-01-01 00:00:00","6","de","676391145","683f3581-e374-0de1-38b1-3433de7ff6d9","Weiblich","18-35","1000 - unter 2000 Euro","Bachelor-Abschluss","Bayern","85630","0","Stimme ich überhaupt nicht zu","Trifft eher nicht zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Sehr kompliziert","Stimme eher zu","0","Trifft kaum zu","Sehr wichtig","Trifft überwiegend zu","Trifft kaum zu","Trifft überwiegend zu","Wenig wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft überwiegend zu","Eher beabsichtigt"
"134","1980-01-01 00:00:00","6","de","2073451418","683f3a92-b79c-32d1-28ee-b124983f76d8","Männlich","56-65","3000 - unter 4000 Euro","Bachelor-Abschluss","Bayern","80331","0","Teils / Teils","Trifft weitgehend zu","Geringe Verbesserung","Sehr geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Nicht wichtig","Trifft überhaupt nicht zu","Trifft kaum zu","Trifft überhaupt nicht zu","Sehr unwahrscheinlich","Geringe Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft teilweise zu","Nicht beabsichtigt"
"136","1980-01-01 00:00:00","6","de","1814969173","683f3cf1-b574-9ed8-9e6d-110b480fb378","Männlich","46-55","1000 - unter 2000 Euro","Abitur","Bayern","81673","0","Stimme ich nicht zu","Überhaupt überhaupt nicht zu","Keine Verbesserung","Sehr große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Überhaupt nicht wichtig","Trifft kaum zu","Trifft kaum zu","Trifft überwiegend zu","Eher wahrscheinlich","Sehr gute Kenntnisse","Starke Kontrolle","Vollkommen sicher","Trifft weitgehend zu","Eher nicht beabsichtigt"
"140","1980-01-01 00:00:00","6","de","319476215","683f448a-62e6-3fc5-23fb-915d1239e990","Männlich","18-35","4000 - unter 5000 Euro","Bachelor-Abschluss","Bayern","81735 ","0","Stimme ich nicht zu","Trifft weitgehend zu","Große Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft zu","Eher wichtig","Trifft weitgehend zu","Trifft eher nicht zu","Trifft weitgehend zu","Unwahrscheinlich","Sehr gute Kenntnisse","Weitgehende Kontrolle","Wenig sicher","Trifft überwiegend zu","Eher beabsichtigt"
"143","1980-01-01 00:00:00","6","de","1246869597","683f4aa4-45ab-4694-3387-c82123db550a","Weiblich","18-35","1000 - unter 2000 Euro","Bachelor-Abschluss","Bayern","80634","0","Stimme ich zu","Trifft weitgehend zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Eher wichtig","Trifft teilweise zu","Trifft weitgehend zu","Trifft teilweise zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Starke Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Beabsichtigt"
"144","1980-01-01 00:00:00","6","de","66964218","683f4c38-0373-0b00-a1b8-d91fa73b72c0","Männlich","36-45","4000 - unter 5000 Euro","Abitur","Bayern","80997","0","Teils / Teils","Trifft eher zu","Geringe Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wichtig","Trifft überwiegend zu","Trifft teilweise zu","Trifft teilweise zu","Wahrscheinlich","Sehr gute Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft überwiegend zu","Eher beabsichtigt"
"145","1980-01-01 00:00:00","6","de","1781534758","683f4f6b-a6f8-8d03-d193-25c0c6f81772","Männlich","36-45","3000 - unter 4000 Euro","Hauptschulabschluss","Bayern","81371","0","Stimme ich zu","Trifft zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Sehr kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Sehr wichtig","Trifft teilweise zu","Trifft weitgehend zu","Trifft überwiegend zu","Eher wahrscheinlich","Sehr gute Kenntnisse","Weitgehende Kontrolle","Sehr sicher","Trifft weitgehend zu","Möglicherweise beabsichtigt"
"146","1980-01-01 00:00:00","6","de","1883398973","683f4f89-b5ff-2f29-8466-e5fee86948b2","Weiblich","46-55","5000 Euro und mehr","Abitur","Bayern","81825","0","Teils / Teils","Trifft eher nicht zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft eher nicht zu","Trifft eher nicht zu","Trifft überwiegend zu","Eher wahrscheinlich","Geringe Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft eher nicht zu","Nicht beabsichtigt"
"148","1980-01-01 00:00:00","6","de","1556282922","683f5563-debb-a0b8-9341-812f713f59cb","Männlich","18-35","1000 - unter 2000 Euro","Bachelor-Abschluss","Bayern","81929","0","Stimme ich eher zu","Trifft eher nicht zu","Geringe Verbesserung","Geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft kaum zu","Trifft eher nicht zu","Trifft eher nicht zu","Eher wahrscheinlich","Geringe Kenntnisse","Geringe Kontrolle","Ziemlich sicher","Trifft nicht zu","Nicht beabsichtigt"
"149","1980-01-01 00:00:00","6","de","2085778578","683f558a-6d5b-dfe1-d5f1-17f814463005","Männlich","46-55","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","82054","0","Teils / Teils","Trifft eher nicht zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Wenig wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"153","1980-01-01 00:00:00","6","de","1596751508","683f5f3b-4c69-d960-7841-8556d63b0365","Weiblich","36-45","4000 - unter 5000 Euro","Master-Abschluss","Bayern","80807","0","Stimme ich vollumfänglich zu","Trifft vollumfänglich zu","Sehr große Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft zu","Sehr wichtig","Trifft vollständig zu","Trifft weitgehend zu","Trifft weitgehend zu","Wahrscheinlich","Ausgezeichnete Kenntnisse","Weitgehende Kontrolle","Sehr sicher","Trifft vollständig  zu","Definitiv beabsichtigt"
"156","1980-01-01 00:00:00","6","de","1030125646","683f6d4c-2ca8-7f7f-914d-60db97e5d0c8","Weiblich","18-35","Unter 1000 Euro","Master-Abschluss","Bayern","85579","0","Stimme ich zu","Trifft zu","Große Verbesserung","Große Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft zu","Wichtig","Trifft überwiegend zu","Trifft vollständig zu","Trifft vollständig zu","Wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft weitgehend zu","Eher beabsichtigt"
"157","1980-01-01 00:00:00","6","de","2143381228","683f7a9a-8fd2-ec0e-ab17-96bb07ea7061","Weiblich","36-45","5000 Euro und mehr","Master-Abschluss","Bayern","81827","0","Stimme ich vollumfänglich zu","Trifft vollumfänglich zu","Sehr große Verbesserung","Sehr große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft kaum zu","Trifft vollständig zu","Trifft eher nicht zu","Sehr wahrscheinlich","Geringe Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Definitiv beabsichtigt"
"158","1980-01-01 00:00:00","6","de","1088520152","683f7b0b-55ef-446b-a34d-e4a1d42a8453","Weiblich","46-55","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","80933","0","Teils / Teils","Trifft weitgehend zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft weitgehend zu","Eher wahrscheinlich","Sehr gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Beabsichtigt"
"159","1980-01-01 00:00:00","6","de","1381134613","683f7ce7-4dbc-c161-4b53-5a1a3c24dbc9","Weiblich","18-35","2000 - unter 3000 Euro","Mittlere Reife","Bayern","81829","0","Teils / Teils","Trifft eher zu","Geringe Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft teilweise zu","Wenig wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft teilweise zu","Eher nicht beabsichtigt"
"161","1980-01-01 00:00:00","6","de","669683776","683f7f5c-0d77-b58b-1c79-de580fdaa052","Männlich","18-35","5000 Euro und mehr","Master-Abschluss","Bayern","81375","0","Stimme ich eher zu","Trifft eher zu","Geringe Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft vollständig zu","Eher wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft teilweise zu","Eher beabsichtigt"
"165","1980-01-01 00:00:00","6","de","269816338","683f85a5-6c1f-8ed0-fa7e-bee729253a33","Weiblich","18-35","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","80686","0","Stimme ich eher nicht zu","Überhaupt überhaupt nicht zu","Sehr geringe Verbesserung","Mäßige Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft überhaupt nicht zu","Trifft kaum zu","Trifft kaum zu","Unwahrscheinlich","Überhaupt keine Kenntnisse","Geringe Kontrolle","Sehr  unsicher","Trifft nicht zu","Überhaupt nicht beabsichtigt"
"166","1980-01-01 00:00:00","6","de","37345084","683f9031-4ffc-0c51-a0a8-49cdf0b6b9d9","Männlich","18-35","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","Bayern","81671","0","Stimme ich vollumfänglich zu","Trifft vollumfänglich zu","Sehr große Verbesserung","Sehr große Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft vollkommen zu","Extrem wichtig","Trifft vollständig zu","Trifft vollständig zu","Trifft vollständig zu","Sehr wahrscheinlich","Ausgezeichnete Kenntnisse","Vollständige Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Definitiv beabsichtigt"
"168","1980-01-01 00:00:00","6","de","1988818284","683fae5d-770d-e2ad-c9a7-95815f93927b","Weiblich","56-65","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","Bayern","80637","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft vollständig zu","Wahrscheinlich","Überhaupt keine Kenntnisse","Überhaupt keine Kontrolle","Überhaupt nicht sicher","Trifft überhaupt nicht zu","Eher beabsichtigt"
"169","1980-01-01 00:00:00","6","de","2015852874","683fc3bc-4160-2bd8-9c66-086200ace829","Weiblich","46-55","4000 - unter 5000 Euro","Bachelor-Abschluss","Bayern","81673","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft überwiegend zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft nicht zu","Eher beabsichtigt"
"172","1980-01-01 00:00:00","6","de","1061593457","683fca8c-4f74-bff1-7f4c-143e949fb6ba","Männlich","36-45","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","Bayern","81247","0","Stimme ich zu","Trifft zu","Große Verbesserung","Sehr große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Sehr wichtig","Trifft eher nicht zu","Trifft weitgehend zu","Trifft überwiegend zu","Wahrscheinlich","Ausgezeichnete Kenntnisse","Weitgehende Kontrolle","Sehr sicher","Trifft überwiegend zu","Eher beabsichtigt"
"173","1980-01-01 00:00:00","6","de","1122978165","683fd122-5061-d918-e9c9-8feb8763b9a0","Weiblich","46-55","5000 Euro und mehr","Abgeschlossene Berufsausbildung","Bayern","81927","0","Teils / Teils","Trifft weitgehend zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft überwiegend zu","Eher wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Eher nicht beabsichtigt"
"175","1980-01-01 00:00:00","6","de","1535537562","683fd296-bd77-109e-67dc-1adde89043da","Weiblich","18-35","5000 Euro und mehr","Bachelor-Abschluss","Bayern","81377","0","Stimme ich zu","Trifft vollumfänglich zu","Sehr große Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft weitgehend zu","Trifft vollständig zu","Trifft vollständig zu","Sehr wahrscheinlich","Sehr gute Kenntnisse","Starke Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Definitiv beabsichtigt"
"181","1980-01-01 00:00:00","6","de","561152744","683fdd59-baae-2b40-328c-fd7997fa339c","Männlich","66+","Unter 1000 Euro","Abgeschlossene Berufsausbildung","Bayern","80796","0","Teils / Teils","Trifft eher zu","Geringe Verbesserung","Mäßige Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Eher wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft kaum zu","Eher wahrscheinlich","Überhaupt keine Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft nicht zu","Eher beabsichtigt"
"182","1980-01-01 00:00:00","6","de","1941046853","683fde2f-7815-1295-62cf-68196d9fb881","Männlich","36-45","3000 - unter 4000 Euro","Mittlere Reife","Bayern","80686","0","Stimme ich eher zu","Trifft zu","Deutliche Verbesserung","Geringe Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Wenig wichtig","Trifft überwiegend zu","Trifft weitgehend zu","Trifft teilweise zu","Eher wahrscheinlich","Gute Kenntnisse","Sehr geringe Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Nicht beabsichtigt"
"183","1980-01-01 00:00:00","6","de","730288013","683fe075-ea16-0f48-ae44-14fc8669c3d6","Männlich","46-55","5000 Euro und mehr","Abitur","Bayern","81735","0","Stimme ich zu","Trifft vollumfänglich zu","Sehr große Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft zu","Sehr wichtig","Trifft kaum zu","Trifft weitgehend zu","Trifft weitgehend zu","Wahrscheinlich","Sehr gute Kenntnisse","Starke Kontrolle","Sehr sicher","Trifft weitgehend zu","Definitiv beabsichtigt"
"184","1980-01-01 00:00:00","6","de","1744103714","683fe084-dd7d-509a-62e6-290c1bec6982","Weiblich","46-55","2000 - unter 3000 Euro","Bachelor-Abschluss","Bayern","81475","0","Teils / Teils","Trifft zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Wahrscheinlich","Grundlegende Kenntnisse","Geringe Kontrolle","Unsicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"185","1980-01-01 00:00:00","6","de","976778478","683fe76c-d44a-ffaf-9b14-20fc8317db66","Weiblich","46-55","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","Bayern","85540","0","Teils / Teils","Trifft eher zu","Geringe Verbesserung","Mäßige Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft eher nicht zu","Trifft eher nicht zu","Trifft überwiegend zu","Eher wahrscheinlich","Überhaupt keine Kenntnisse","Überhaupt keine Kontrolle","Überhaupt nicht sicher","Trifft überhaupt nicht zu","Eher nicht beabsichtigt"
"186","1980-01-01 00:00:00","6","de","2038219669","683fea33-a3a1-24a8-26d3-c302cd0a6359","Männlich","36-45","5000 Euro und mehr","Master-Abschluss","Bayern","81925","0","Stimme ich zu","Trifft zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Nicht wichtig","Trifft kaum zu","Trifft eher nicht zu","Trifft vollständig zu","Sehr wahrscheinlich","Grundlegende Kenntnisse","Vollständige Kontrolle","Vollkommen sicher","Trifft überwiegend zu","Beabsichtigt"
"187","1980-01-01 00:00:00","6","de","1155789186","683fecd0-e6bd-1f84-4f38-cd16b26a2c48","Männlich","18-35","3000 - unter 4000 Euro","Bachelor-Abschluss","Bayern","81667","0","Stimme ich eher nicht zu","Trifft eher zu","Geringe Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wenig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft überwiegend zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"188","1980-01-01 00:00:00","6","de","673798755","683fed75-9204-86c5-a81f-3a0615efecf8","Weiblich","36-45","2000 - unter 3000 Euro","Master-Abschluss","Bayern","82024","0","Stimme ich eher zu","Trifft zu","Deutliche Verbesserung","Überhaupt keine Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft weitgehend zu","Trifft vollständig zu","Trifft vollständig zu","Sehr wahrscheinlich","Grundlegende Kenntnisse","Vollständige Kontrolle","Sehr sicher","Trifft weitgehend zu","Eher beabsichtigt"
"189","1980-01-01 00:00:00","6","de","749454969","683ff2ba-5a40-c6f1-0c38-b3b57ad33071","Männlich","18-35","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","80331","0","Stimme ich zu","Trifft zu","Sehr große Verbesserung","Große Zeitersparnis","Sehr kompliziert","Stimme eher zu","0","Trifft zu","Extrem wichtig","Trifft vollständig zu","Trifft weitgehend zu","Trifft weitgehend zu","Sehr wahrscheinlich","Ausgezeichnete Kenntnisse","Starke Kontrolle","Sehr sicher","Trifft vollständig  zu","Beabsichtigt"
"190","1980-01-01 00:00:00","6","de","1299355613","683ff6a0-9033-6fec-b7dc-f1bc19b53571","Weiblich","18-35","2000 - unter 3000 Euro","Mittlere Reife","Bayern","81245","0","Stimme ich eher nicht zu","Trifft eher nicht zu","Sehr geringe Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Nicht wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft eher nicht zu","Wenig wahrscheinlich","Gute Kenntnisse","Geringe Kontrolle","Wenig sicher","Trifft weitgehend zu","Möglicherweise beabsichtigt"
"191","1980-01-01 00:00:00","6","de","876770554","683ff6c9-8a49-9e8b-2684-7f11fd9a0432","Männlich","56-65","5000 Euro und mehr","Master-Abschluss","Bayern","80686","0","Stimme ich zu","Trifft weitgehend zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wenig wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft überwiegend zu","Sehr wahrscheinlich","Sehr gute Kenntnisse","Weitgehende Kontrolle","Wenig sicher","Trifft teilweise zu","Eher beabsichtigt"
"193","1980-01-01 00:00:00","6","de","1828787763","683ffbd4-3162-e44b-9545-3ad936cac125","Weiblich","18-35","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","Bayern","85521","0","Stimme ich zu","Trifft zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft kaum zu","Trifft überwiegend zu","Trifft überwiegend zu","Eher wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft teilweise zu","Eher beabsichtigt"
